,Unnamed: 0,city,job_title,company_name,summary,salary_lower,salary_upper,mean_salary
299,299,Barangaroo,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0
300,300,Barangaroo,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0
301,301,Barangaroo,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0
302,302,Barangaroo,Data Analyst,Robert Half Australia,As the Data Analyst,600.0,90000.0,45300.0
303,303,Barangaroo,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0
304,304,Mascot,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0
305,305,Mascot,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0
306,306,Mascot,Data Scientist,Domain Group,Prior experience creating beautiful data visualisations. As a Data Scientist,,,
307,307,Mascot,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0
308,308,Mascot,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0
309,309,Mascot,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0
310,310,Mascot,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0
311,311,Mascot,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0
312,312,Mascot,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0
313,313,Mascot,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0
314,314,Mascot,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0
315,315,Mascot,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0
316,316,Mascot,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0
317,317,Mascot,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0
318,318,Mascot,Data Analyst,Robert Half Australia,As the Data Analyst,600.0,90000.0,45300.0
319,319,Mascot,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0
320,320,Parramatta,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0
321,321,Parramatta,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0
322,322,Parramatta,Data Scientist,Domain Group,Prior experience creating beautiful data visualisations. As a Data Scientist,,,
323,323,Parramatta,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0
324,324,Parramatta,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0
325,325,Parramatta,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0
326,326,Parramatta,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0
327,327,Parramatta,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0
328,328,Parramatta,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0
329,329,Parramatta,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0
330,330,Parramatta,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0
331,331,Parramatta,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0
332,332,Parramatta,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0
333,333,Parramatta,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0
334,334,Parramatta,Data Analyst,Robert Half Australia,As the Data Analyst,600.0,90000.0,45300.0
335,335,Parramatta,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0
336,336,Surry Hills,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0
337,337,Surry Hills,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0
338,338,Surry Hills,Data Scientist,Domain Group,Prior experience creating beautiful data visualisations. As a Data Scientist,,,
339,339,Surry Hills,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0
340,340,Surry Hills,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0
341,341,Surry Hills,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0
342,342,Surry Hills,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0
343,343,Surry Hills,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0
344,344,Surry Hills,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0
345,345,Surry Hills,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0
346,346,Surry Hills,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0
347,347,Surry Hills,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0
348,348,Surry Hills,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0
349,349,Surry Hills,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0
350,350,Surry Hills,Data Analyst,Robert Half Australia,As the Data Analyst,600.0,90000.0,45300.0
351,351,Surry Hills,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0
352,352,Macquarie Park,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0
353,353,Macquarie Park,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0
354,354,Macquarie Park,Data Scientist,Domain Group,Prior experience creating beautiful data visualisations. As a Data Scientist,,,
355,355,Macquarie Park,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0
356,356,Macquarie Park,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0
357,357,Macquarie Park,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0
358,358,Macquarie Park,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0
359,359,Macquarie Park,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0
360,360,Macquarie Park,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0
361,361,Macquarie Park,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0
362,362,Macquarie Park,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0
363,363,Macquarie Park,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0
364,364,Macquarie Park,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0
365,365,Macquarie Park,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0
366,366,Macquarie Park,Data Analyst,Robert Half Australia,As the Data Analyst,600.0,90000.0,45300.0
367,367,Macquarie Park,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0
368,368,sydney,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0
369,369,sydney,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0
370,370,sydney,Data Scientist,Domain Group,Prior experience creating beautiful data visualisations. As a Data Scientist,,,
371,371,sydney,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0
372,372,sydney,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0
373,373,sydney,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0
374,374,sydney,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0
375,375,sydney,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0
376,376,sydney,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0
377,377,sydney,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0
378,378,sydney,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0
379,379,sydney,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0
380,380,sydney,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0
381,381,sydney,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0
382,382,sydney,Data Analyst,Robert Half Australia,As the Data Analyst,600.0,90000.0,45300.0
383,383,sydney,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0
384,384,Hills District,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0
385,385,Hills District,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0
386,386,Hills District,Data Scientist,Domain Group,Prior experience creating beautiful data visualisations. As a Data Scientist,,,
387,387,Hills District,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0
388,388,Hills District,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0
389,389,Hills District,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0
390,390,Hills District,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0
391,391,Hills District,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0
392,392,Hills District,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0
393,393,Hills District,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0
394,394,Hills District,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0
395,395,Hills District,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0
396,396,Hills District,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0
397,397,Hills District,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0
398,398,Hills District,Data Analyst,Robert Half Australia,As the Data Analyst,600.0,90000.0,45300.0
399,399,Hills District,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0
400,400,sydney,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0
401,401,sydney,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0
402,402,sydney,Data Scientist,Domain Group,Prior experience creating beautiful data visualisations. As a Data Scientist,,,
403,403,sydney,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0
404,404,sydney,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0
405,405,sydney,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0
406,406,sydney,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0
407,407,sydney,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0
408,408,sydney,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0
409,409,sydney,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0
410,410,sydney,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0
411,411,sydney,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0
412,412,sydney,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0
413,413,sydney,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0
414,414,sydney,Data Analyst,Robert Half Australia,As the Data Analyst,600.0,90000.0,45300.0
415,415,sydney,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0
416,416,Sydney,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0
417,417,Sydney,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0
418,418,Sydney,Data Scientist,Domain Group,Prior experience creating beautiful data visualisations. As a Data Scientist,,,
419,419,Sydney,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0
420,420,Sydney,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0
421,421,Sydney,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0
422,422,Sydney,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0
423,423,Sydney,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0
424,424,Sydney,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0
425,425,Sydney,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0
426,426,Sydney,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0
427,427,Sydney,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0
428,428,Sydney,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0
429,429,Sydney,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0
430,430,Sydney,Data Analyst,Robert Half Australia,As the Data Analyst,600.0,90000.0,45300.0
431,431,Sydney,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0
432,432,Melbourne,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...",55000.0,65000.0,60000.0
433,433,Melbourne,Data Analyst,ANZ Banking Group,Our Data Analyst,70000.0,90000.0,80000.0
434,434,Melbourne,Data Scientist,Domain Group,Prior experience creating beautiful data visualisations. As a Data Scientist,,,
435,435,Melbourne,Data Analyst,AMP Ltd,We are currently looking for two Data Analyst,70000.0,90000.0,80000.0
436,436,Melbourne,Data Analyst,Amazon.com,As a Data Analyst,70000.0,90000.0,80000.0
437,437,Melbourne,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,70000.0,90000.0,80000.0
438,438,Melbourne,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",70000.0,90000.0,80000.0
439,439,Melbourne,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,70000.0,90000.0,80000.0
440,440,Melbourne,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,70000.0,90000.0,80000.0
441,441,Melbourne,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,80000.0,90000.0,85000.0
442,442,Melbourne,Data Analyst,Datasii,Extensive experience as a Data Analyst,70000.0,90000.0,80000.0
443,443,Melbourne,Data Analyst,Munich Re,Data Analyst,70000.0,90000.0,80000.0
444,444,Melbourne,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...",80000.0,100000.0,90000.0
445,445,Melbourne,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,70000.0,90000.0,80000.0
446,446,Melbourne,Data Analyst,Robert Half Australia,As the Data Analyst,600.0,90000.0,45300.0
447,447,Melbourne,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,55000.0,65000.0,60000.0
