,city,job_title,company_name,summary,salary
298,Barangaroo,Data Analyst,Datasii,Extensive experience as a Data Analyst,"$70,000 - $90,000 a year"
299,Barangaroo,Data Analyst,Munich Re,Data Analyst,salary
300,Barangaroo,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...","$80,000 - $100,000 a year"
301,Barangaroo,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,salary
302,Barangaroo,Data Analyst,Robert Half Australia,As the Data Analyst,$600 a week
303,Barangaroo,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,salary
304,Mascot,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...","$55,000 - $65,000 a year"
305,Mascot,Data Analyst,ANZ Banking Group,Our Data Analyst,salary
306,Mascot,Data Scientist,Domain Group,Prior experience creating beautiful data visualisations. As a Data Scientist,salary
307,Mascot,Data & Reporting Analyst (full-time or part-time opportunity),AMP Ltd,"We are currently looking for two Data & Reporting Analysts' to join AMP Bank. Assist with Data Governance initiatives including working on the operating model,...",salary
308,Mascot,Data Analyst,Amazon.com,As a Data Analyst,salary
309,Mascot,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,salary
310,Mascot,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",salary
311,Mascot,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,"$70,000 - $90,000 a year"
312,Mascot,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,salary
313,Mascot,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,"$80,000 - $90,000 a year"
314,Mascot,Data Analyst,Datasii,Extensive experience as a Data Analyst,"$70,000 - $90,000 a year"
315,Mascot,Data Analyst,Munich Re,Data Analyst,salary
316,Mascot,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...","$80,000 - $100,000 a year"
317,Mascot,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,salary
318,Mascot,Data Analyst,Robert Half Australia,As the Data Analyst,$600 a week
319,Mascot,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,salary
320,Parramatta,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...","$55,000 - $65,000 a year"
321,Parramatta,Data Analyst,ANZ Banking Group,Our Data Analyst,salary
322,Parramatta,Data Scientist,Domain Group,Prior experience creating beautiful data visualisations. As a Data Scientist,salary
323,Parramatta,Data & Reporting Analyst (full-time or part-time opportunity),AMP Ltd,"We are currently looking for two Data & Reporting Analysts' to join AMP Bank. Assist with Data Governance initiatives including working on the operating model,...",salary
324,Parramatta,Data Analyst,Amazon.com,As a Data Analyst,salary
325,Parramatta,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,salary
326,Parramatta,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",salary
327,Parramatta,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,"$70,000 - $90,000 a year"
328,Parramatta,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,salary
329,Parramatta,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,"$80,000 - $90,000 a year"
330,Parramatta,Data Analyst,Datasii,Extensive experience as a Data Analyst,"$70,000 - $90,000 a year"
331,Parramatta,Data Analyst,Munich Re,Data Analyst,salary
332,Parramatta,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...","$80,000 - $100,000 a year"
333,Parramatta,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,salary
334,Parramatta,Data Analyst,Robert Half Australia,As the Data Analyst,$600 a week
335,Parramatta,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,salary
336,Surry Hills,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...","$55,000 - $65,000 a year"
337,Surry Hills,Data Analyst,ANZ Banking Group,Our Data Analyst,salary
338,Surry Hills,Data Scientist,Domain Group,Prior experience creating beautiful data visualisations. As a Data Scientist,salary
339,Surry Hills,Data & Reporting Analyst (full-time or part-time opportunity),AMP Ltd,"We are currently looking for two Data & Reporting Analysts' to join AMP Bank. Assist with Data Governance initiatives including working on the operating model,...",salary
340,Surry Hills,Data Analyst,Amazon.com,As a Data Analyst,salary
341,Surry Hills,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,salary
342,Surry Hills,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",salary
343,Surry Hills,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,"$70,000 - $90,000 a year"
344,Surry Hills,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,salary
345,Surry Hills,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,"$80,000 - $90,000 a year"
346,Surry Hills,Data Analyst,Datasii,Extensive experience as a Data Analyst,"$70,000 - $90,000 a year"
347,Surry Hills,Data Analyst,Munich Re,Data Analyst,salary
348,Surry Hills,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...","$80,000 - $100,000 a year"
349,Surry Hills,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,salary
350,Surry Hills,Data Analyst,Robert Half Australia,As the Data Analyst,$600 a week
351,Surry Hills,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,salary
352,Macquarie Park,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...","$55,000 - $65,000 a year"
353,Macquarie Park,Data Analyst,ANZ Banking Group,Our Data Analyst,salary
354,Macquarie Park,Data Scientist,Domain Group,Prior experience creating beautiful data visualisations. As a Data Scientist,salary
355,Macquarie Park,Data & Reporting Analyst (full-time or part-time opportunity),AMP Ltd,"We are currently looking for two Data & Reporting Analysts' to join AMP Bank. Assist with Data Governance initiatives including working on the operating model,...",salary
356,Macquarie Park,Data Analyst,Amazon.com,As a Data Analyst,salary
357,Macquarie Park,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,salary
358,Macquarie Park,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",salary
359,Macquarie Park,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,"$70,000 - $90,000 a year"
360,Macquarie Park,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,salary
361,Macquarie Park,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,"$80,000 - $90,000 a year"
362,Macquarie Park,Data Analyst,Datasii,Extensive experience as a Data Analyst,"$70,000 - $90,000 a year"
363,Macquarie Park,Data Analyst,Munich Re,Data Analyst,salary
364,Macquarie Park,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...","$80,000 - $100,000 a year"
365,Macquarie Park,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,salary
366,Macquarie Park,Data Analyst,Robert Half Australia,As the Data Analyst,$600 a week
367,Macquarie Park,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,salary
368,sydney,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...","$55,000 - $65,000 a year"
369,sydney,Data Analyst,ANZ Banking Group,Our Data Analyst,salary
370,sydney,Data Scientist,Domain Group,Prior experience creating beautiful data visualisations. As a Data Scientist,salary
371,sydney,Data & Reporting Analyst (full-time or part-time opportunity),AMP Ltd,"We are currently looking for two Data & Reporting Analysts' to join AMP Bank. Assist with Data Governance initiatives including working on the operating model,...",salary
372,sydney,Data Analyst,Amazon.com,As a Data Analyst,salary
373,sydney,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,salary
374,sydney,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",salary
375,sydney,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,"$70,000 - $90,000 a year"
376,sydney,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,salary
377,sydney,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,"$80,000 - $90,000 a year"
378,sydney,Data Analyst,Datasii,Extensive experience as a Data Analyst,"$70,000 - $90,000 a year"
379,sydney,Data Analyst,Munich Re,Data Analyst,salary
380,sydney,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...","$80,000 - $100,000 a year"
381,sydney,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,salary
382,sydney,Data Analyst,Robert Half Australia,As the Data Analyst,$600 a week
383,sydney,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,salary
384,Hills District,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...","$55,000 - $65,000 a year"
385,Hills District,Data Analyst,ANZ Banking Group,Our Data Analyst,salary
386,Hills District,Data Scientist,Domain Group,Prior experience creating beautiful data visualisations. As a Data Scientist,salary
387,Hills District,Data & Reporting Analyst (full-time or part-time opportunity),AMP Ltd,"We are currently looking for two Data & Reporting Analysts' to join AMP Bank. Assist with Data Governance initiatives including working on the operating model,...",salary
388,Hills District,Data Analyst,Amazon.com,As a Data Analyst,salary
389,Hills District,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,salary
390,Hills District,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",salary
391,Hills District,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,"$70,000 - $90,000 a year"
392,Hills District,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,salary
393,Hills District,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,"$80,000 - $90,000 a year"
394,Hills District,Data Analyst,Datasii,Extensive experience as a Data Analyst,"$70,000 - $90,000 a year"
395,Hills District,Data Analyst,Munich Re,Data Analyst,salary
396,Hills District,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...","$80,000 - $100,000 a year"
397,Hills District,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,salary
398,Hills District,Data Analyst,Robert Half Australia,As the Data Analyst,$600 a week
399,Hills District,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,salary
400,sydney,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...","$55,000 - $65,000 a year"
401,sydney,Data Analyst,ANZ Banking Group,Our Data Analyst,salary
402,sydney,Data Scientist,Domain Group,Prior experience creating beautiful data visualisations. As a Data Scientist,salary
403,sydney,Data & Reporting Analyst (full-time or part-time opportunity),AMP Ltd,"We are currently looking for two Data & Reporting Analysts' to join AMP Bank. Assist with Data Governance initiatives including working on the operating model,...",salary
404,sydney,Data Analyst,Amazon.com,As a Data Analyst,salary
405,sydney,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,salary
406,sydney,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",salary
407,sydney,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,"$70,000 - $90,000 a year"
408,sydney,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,salary
409,sydney,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,"$80,000 - $90,000 a year"
410,sydney,Data Analyst,Datasii,Extensive experience as a Data Analyst,"$70,000 - $90,000 a year"
411,sydney,Data Analyst,Munich Re,Data Analyst,salary
412,sydney,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...","$80,000 - $100,000 a year"
413,sydney,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,salary
414,sydney,Data Analyst,Robert Half Australia,As the Data Analyst,$600 a week
415,sydney,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,salary
416,Sydney,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...","$55,000 - $65,000 a year"
417,Sydney,Data Analyst,ANZ Banking Group,Our Data Analyst,salary
418,Sydney,Data Scientist,Domain Group,Prior experience creating beautiful data visualisations. As a Data Scientist,salary
419,Sydney,Data & Reporting Analyst (full-time or part-time opportunity),AMP Ltd,"We are currently looking for two Data & Reporting Analysts' to join AMP Bank. Assist with Data Governance initiatives including working on the operating model,...",salary
420,Sydney,Data Analyst,Amazon.com,As a Data Analyst,salary
421,Sydney,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,salary
422,Sydney,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",salary
423,Sydney,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,"$70,000 - $90,000 a year"
424,Sydney,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,salary
425,Sydney,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,"$80,000 - $90,000 a year"
426,Sydney,Data Analyst,Datasii,Extensive experience as a Data Analyst,"$70,000 - $90,000 a year"
427,Sydney,Data Analyst,Munich Re,Data Analyst,salary
428,Sydney,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...","$80,000 - $100,000 a year"
429,Sydney,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,salary
430,Sydney,Data Analyst,Robert Half Australia,As the Data Analyst,$600 a week
431,Sydney,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,salary
432,Melbourne,Analyst,WEST 1 Australia,"Data organization, processing and interpretation across all agencies and client data sets. Working with large data sets and tools;...","$55,000 - $65,000 a year"
433,Melbourne,Data Analyst,ANZ Banking Group,Our Data Analyst,salary
434,Melbourne,Data Scientist,Domain Group,Prior experience creating beautiful data visualisations. As a Data Scientist,salary
435,Melbourne,Data & Reporting Analyst (full-time or part-time opportunity),AMP Ltd,"We are currently looking for two Data & Reporting Analysts' to join AMP Bank. Assist with Data Governance initiatives including working on the operating model,...",salary
436,Melbourne,Data Analyst,Amazon.com,As a Data Analyst,salary
437,Melbourne,Data Analyst,"Department of Finance, Services & Innovation",Cleanse and prepare multiple sources of data for matching and,salary
438,Melbourne,Data Analyst,BT Financial Group,"In this role you will you will work closely with the Manager to validate all regulatory responses including formal notices for data from APRA and ASIC, and...",salary
439,Melbourne,Junior Data Scientist,The Eclair Group,Industry experience as a Data Analyst,"$70,000 - $90,000 a year"
440,Melbourne,Data Analyst,OpenAgent,Working in the data and business analytics team to answer business questions using data. Review processes that pull data from Adwords and input into our data...,salary
441,Melbourne,Data Analyst,Tata Consultancy Services (TCS),Data migration Test Analyst (Automation experience). Data Analyst,"$80,000 - $90,000 a year"
442,Melbourne,Data Analyst,Datasii,Extensive experience as a Data Analyst,"$70,000 - $90,000 a year"
443,Melbourne,Data Analyst,Munich Re,Data Analyst,salary
444,Melbourne,Junior Data Scientist,Intellify,"We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn...","$80,000 - $100,000 a year"
445,Melbourne,Data Analyst,World Fuel,Sound data entry and analytical skills. Maintaining customer data within both CRM and Invoice databases. Analyzing customer invoice data to identify erroneous...,salary
446,Melbourne,Data Analyst,Robert Half Australia,As the Data Analyst,$600 a week
447,Melbourne,Analyst,Sydney,Outstanding data extraction and manipulation skills. Interpret and communicate results from data analysis as recommendations to internal customers....,salary
